"Student.ID","Enrolled.Student.Count"
"8233515","1"
"8234195","1"
"8235359","1"
"8235554","1"
"8235697","1"
"8236079","1"
"8237411","1"
"8238330","1"
"8239231","1"
"8239643","1"
"8240060","1"
"8240157","1"
"8242006","1"
"8242443","1"
"8243519","1"
"8243906","1"
"8245801","1"
"8246688","1"
"8246861","1"
"8246891","1"
"8249408","1"
"8250961","1"
"8251247","1"
"8260919","1"
"8262583","1"
"8265341","1"
"8269664","1"
"8270244","1"
"8270285","1"
"8271899","1"
"8272073","1"
"8272715","1"
"8273135","1"
"8275281","1"
"8278406","1"
"8279029","1"
"8279045","1"
"8279722","1"
"8280089","1"
"8281486","1"
"8282676","1"
"8282692","1"
"8283222","1"
"8283990","1"
"8285702","1"
"8285798","1"
"8287228","1"
"8287451","1"
"8288224","1"
"8288743","1"
"8288840","1"
"8289212","1"
"8289532","1"
"8289912","1"
"8290156","1"
"8290344","1"
"8290581","1"
"8290744","1"
"8291186","1"
"8291683","1"
"8291791","1"
"8292025","1"
"8293283","1"
"8294324","1"
"8294574","1"
"8294890","1"
"8295277","1"
"8295511","1"
"8308960","1"
"8309076","1"
"8311225","1"
"8316012","1"
"8317382","1"
"8318800","1"
"8319253","1"
"8320580","1"
"8323169","1"
"8324729","1"
"8325776","1"
"8327105","1"
"8327670","1"
"8329475","1"
"8329675","1"
"8330331","1"
"8331244","1"
"8331618","1"
"8331743","1"
"8333235","1"
"8333444","1"
"8333498","1"
"8334152","1"
"8334506","1"
"8334898","1"
"8335099","1"
"8336051","1"
"8336139","1"
"8336655","1"
"8336766","1"
"8336795","1"
"8338465","1"
"8341263","1"
"8341458","1"
"8351487","1"
"8364032","1"
"8365162","1"
"8368925","1"
"8369263","1"
"8369816","1"
"8370493","1"
"8371019","1"
"8372734","1"
"8372868","1"
"8373123","1"
"8373893","1"
"8377224","1"
"8377378","1"
"8378080","1"
"8378360","1"
"8379005","1"
"8379300","1"
"8379976","1"
"8383536","1"
"8384327","1"
"8384480","1"
"8385582","1"
"8385894","1"
"8386140","1"
"8386564","1"
"8387041","1"
"8387094","1"
"8387197","1"
"8387363","1"
"8389050","1"
"8389212","1"
"8398087","1"
"8398165","1"
"8398329","1"
"8398877","1"
"8425267","1"
"9885956","1"
"Grand Total","237"
"and","Case When Majors and Concentrations.""Major""= 'Business Analytics' And Concentrations and Thematic Sequences.""Concentration"" = 'Basic Program (no submajor)' Then 'BA Major' When Majors and Concentrations.""Major"" = 'Analytics' And Concentrations and... is equal to / is in IS Major"
