"Student.ID","Cohort.Term","Term.Code","Enrolled.Student.Count","Major.1","Major.2","Major.3","Major.4","Major.5","Major.6"
8023864,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8024720,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8026176,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8031298,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8034088,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8035324,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8035775,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8035951,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036132,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036194,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036672,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036698,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036831,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8036913,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8037690,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8037772,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8038501,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8038521,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8038546,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8038562,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8039444,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8039868,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8040059,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8040075,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8040219,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8040445,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8040552,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8041080,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8041446,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8041624,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8042057,202510,202510,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8043161,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8043208,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8043424,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8043792,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8043826,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8044066,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8044808,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8045712,202510,202510,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8046171,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8046524,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8046613,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8046911,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8047746,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8047893,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8049390,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8049419,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8049767,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050112,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050561,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050565,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050777,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050880,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8050882,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8051472,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8051545,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8051960,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8052697,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8053165,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8053497,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8053929,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8054010,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8054660,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8055646,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8055672,202510,202510,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8055733,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8056384,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8056949,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8057083,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8059043,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8059580,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8059728,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8060075,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8060712,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8061238,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8061318,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8061828,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8061848,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8062031,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8062215,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8062572,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8063263,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8063741,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8064301,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8071760,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8071760,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8071760,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8071769,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8071769,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8071769,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8078285,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8078814,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8079447,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8079808,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8079808,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8079808,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8082698,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8084216,202510,202510,1,"BA Major",NA,NA,NA,NA,NA
8085468,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8085468,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8085468,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8085741,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8085741,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8085741,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8088041,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8088041,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8088041,202410,202510,1,"Marketing",NA,NA,NA,NA,NA
8088162,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8088162,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8088162,202410,202510,1,"Marketing",NA,NA,NA,NA,NA
8088163,202410,202410,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8088163,202410,202420,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8088163,202410,202510,1,"BA Major","Entrepreneurship",NA,NA,NA,NA
8088846,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8088846,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8088846,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8091615,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8091615,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8091615,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8092370,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8092370,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8092370,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8093446,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8093446,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8093446,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8093858,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8093858,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8093858,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8094275,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8094275,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8094275,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8094689,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8094689,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8094689,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8094793,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8094793,202410,202420,1,"Finance",NA,NA,NA,NA,NA
8094793,202410,202510,1,"Finance",NA,NA,NA,NA,NA
8095052,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8095052,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8095052,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8096247,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8096247,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8096247,202410,202510,1,"Marketing",NA,NA,NA,NA,NA
8096785,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8096785,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8096785,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8096793,202410,202410,1,"Undeclared - Business",NA,NA,NA,NA,NA
8096793,202410,202420,1,"Undeclared - Business",NA,NA,NA,NA,NA
8096793,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8097103,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8097103,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8097103,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8097201,202410,202410,1,"Marketing",NA,NA,NA,NA,NA
8097201,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8097201,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8097337,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8097337,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8097337,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8097617,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8097617,202410,202420,1,"BA Major","Finance",NA,NA,NA,NA
8097617,202410,202510,1,"BA Major","Finance",NA,NA,NA,NA
8097917,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8097917,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8097917,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8098459,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8098459,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8098459,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8098511,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8098511,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8098511,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8098637,202410,202410,1,"Business Economics",NA,NA,NA,NA,NA
8098637,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8098637,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8098693,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8098693,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8098693,202410,202510,1,"Marketing",NA,NA,NA,NA,NA
8098995,202410,202410,1,"BA Major","CAS",NA,NA,NA,NA
8098995,202410,202420,1,"BA Major","CAS",NA,NA,NA,NA
8098995,202410,202510,1,"BA Major","CAS",NA,NA,NA,NA
8099721,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8099721,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8099721,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8099820,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8099820,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8099820,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8100116,202410,202410,1,"Undeclared - Business",NA,NA,NA,NA,NA
8100116,202410,202420,1,"Undeclared - Business",NA,NA,NA,NA,NA
8100116,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8100342,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8100342,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8100342,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8100526,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8100526,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8100526,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8100549,202410,202410,1,"Undeclared - Business",NA,NA,NA,NA,NA
8100549,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8100549,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8100919,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8100919,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8100919,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8101018,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8101018,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8101018,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8101123,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8101123,202410,202420,1,"Finance",NA,NA,NA,NA,NA
8101123,202410,202510,1,"Finance",NA,NA,NA,NA,NA
8101143,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8101143,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8101143,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8101331,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8101331,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8101331,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8101424,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8101424,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8101424,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8101439,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8101439,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8101439,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102153,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102153,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102153,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102286,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102286,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102286,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102295,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102295,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102295,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102400,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102400,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102400,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102524,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102524,202410,202420,1,"Supply Chain & Operations Mgmt",NA,NA,NA,NA,NA
8102524,202410,202510,1,"Supply Chain & Operations Mgmt",NA,NA,NA,NA,NA
8102798,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102798,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102798,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102811,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102811,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102811,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102842,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102842,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8102842,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8102851,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102851,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8102851,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8102908,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8102908,202410,202420,1,"Marketing",NA,NA,NA,NA,NA
8102908,202410,202510,1,"Marketing",NA,NA,NA,NA,NA
8103304,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8103304,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8103304,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8103469,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8103469,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8103469,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8103883,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8103883,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8103883,202410,202510,1,"Business Economics",NA,NA,NA,NA,NA
8103899,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8103899,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8103899,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8104179,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104179,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104179,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8104279,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104279,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104279,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8104556,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104556,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104556,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8104584,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104584,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8104584,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8104623,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104623,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104748,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104748,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104748,202410,202510,1,"Finance",NA,NA,NA,NA,NA
8104808,202410,202410,1,"BA Major","Supply Chain & Operations Mgmt",NA,NA,NA,NA
8104808,202410,202420,1,"Supply Chain & Operations Mgmt",NA,NA,NA,NA,NA
8104808,202410,202510,1,"Supply Chain & Operations Mgmt",NA,NA,NA,NA,NA
8104842,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104842,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104842,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8104880,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8104880,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8104880,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8105202,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8105202,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8105202,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8105427,202410,202410,1,"Business Economics",NA,NA,NA,NA,NA
8105427,202410,202420,1,"Business Economics",NA,NA,NA,NA,NA
8105427,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8105588,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8105588,202410,202420,1,"CEC",NA,NA,NA,NA,NA
8105588,202410,202510,1,"CEC",NA,NA,NA,NA,NA
8105593,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8105593,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8105593,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8105742,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8105742,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8105742,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8105892,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8105892,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8105892,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8106266,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8106266,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8106266,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8107035,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8107035,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8107035,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8107364,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8107364,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8107379,202410,202410,1,"CAS",NA,NA,NA,NA,NA
8107379,202410,202420,1,"CAS",NA,NA,NA,NA,NA
8107379,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8107437,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8107437,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8107437,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8107639,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8108201,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8108201,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8108201,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8109038,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8109038,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8109038,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8109428,202410,202410,1,"Marketing",NA,NA,NA,NA,NA
8109428,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8109428,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8109574,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8109574,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8109574,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8110107,202410,202410,1,"Undeclared - Business",NA,NA,NA,NA,NA
8110107,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8110107,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8110149,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8110149,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8110149,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8110213,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8110213,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8110213,202410,202510,1,"BA Major","Finance",NA,NA,NA,NA
8110325,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8110325,202410,202420,1,"Finance",NA,NA,NA,NA,NA
8110325,202410,202510,1,"Finance",NA,NA,NA,NA,NA
8111107,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8111107,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8111107,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8111944,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8111944,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8111944,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8112120,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8112120,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8112120,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8112254,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8112254,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8112254,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8112451,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8112451,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8112451,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8112497,202410,202410,1,"BA Major","CAS",NA,NA,NA,NA
8112497,202410,202420,1,"BA Major","CAS",NA,NA,NA,NA
8112497,202410,202510,1,"BA Major","CAS",NA,NA,NA,NA
8112667,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8112667,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8112667,202410,202510,1,"Accountancy",NA,NA,NA,NA,NA
8112942,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8112942,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8112942,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113087,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113087,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113087,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113388,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113388,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113388,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113623,202410,202410,1,"Finance",NA,NA,NA,NA,NA
8113623,202410,202420,1,"Accountancy",NA,NA,NA,NA,NA
8113623,202410,202510,1,"BA Major","Finance",NA,NA,NA,NA
8113661,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113661,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113661,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113775,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113775,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113775,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113883,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113883,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113883,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113913,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113913,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113913,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8113952,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8113952,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8113952,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8114030,202410,202410,1,"Undeclared - Business",NA,NA,NA,NA,NA
8114030,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8114030,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8114059,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8114059,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8114059,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8114711,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8114711,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8114711,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8114906,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8114906,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8114906,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8114983,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8114983,202410,202420,1,"Human Capital Mgmt& Leadership",NA,NA,NA,NA,NA
8114983,202410,202510,1,"Human Capital Mgmt& Leadership",NA,NA,NA,NA,NA
8115221,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8115221,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8115233,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8115233,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8115233,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8115369,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8115369,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8115369,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
8115647,202410,202410,1,"BA Major",NA,NA,NA,NA,NA
8115647,202410,202420,1,"BA Major",NA,NA,NA,NA,NA
8115647,202410,202510,1,"BA Major",NA,NA,NA,NA,NA
