"Student.ID","Gender","First.Generation.Indicator","Term.Code","Term.UG.Crs.GPA","Cum.UG.Crs.GPA"
8023864,"Male","Not First Generation College Stdnt",202510,NA,NA
8024720,"Male","Not First Generation College Stdnt",202510,NA,NA
8026176,"Male","First Generation College Stdnt",202510,NA,NA
8031298,"Female","Not First Generation College Stdnt",202510,NA,NA
8034088,"Male","First Generation College Stdnt",202510,NA,NA
8035324,"Male","Not First Generation College Stdnt",202510,NA,NA
8035775,"Female","Not First Generation College Stdnt",202510,NA,NA
8035951,"Female","Not First Generation College Stdnt",202510,NA,NA
8036132,"Male","Not First Generation College Stdnt",202510,NA,NA
8036194,"Male","Not First Generation College Stdnt",202510,NA,NA
8036672,"Male","First Generation College Stdnt",202510,NA,NA
8036698,"Female","Not First Generation College Stdnt",202510,NA,NA
8036831,"Male","Not First Generation College Stdnt",202510,NA,NA
8036913,"Male","Not First Generation College Stdnt",202510,NA,NA
8037690,"Male","Not First Generation College Stdnt",202510,NA,NA
8037772,"Male","Not First Generation College Stdnt",202510,NA,NA
8038501,"Male","Not First Generation College Stdnt",202510,NA,NA
8038521,"Female","Not First Generation College Stdnt",202510,NA,NA
8038546,"Male","Not First Generation College Stdnt",202510,NA,NA
8038562,"Female","Not First Generation College Stdnt",202510,NA,NA
8039444,"Female","Not First Generation College Stdnt",202510,NA,NA
8039868,"Male","Not First Generation College Stdnt",202510,NA,NA
8040059,"Male","Not First Generation College Stdnt",202510,NA,NA
8040075,"Male","Not First Generation College Stdnt",202510,NA,NA
8040219,"Female","Not First Generation College Stdnt",202510,NA,NA
8040445,"Female","First Generation College Stdnt",202510,NA,NA
8040552,"Female","Not First Generation College Stdnt",202510,NA,NA
8041080,"Male","Not First Generation College Stdnt",202510,NA,NA
8041446,"Male","Not First Generation College Stdnt",202510,NA,NA
8041624,"Female","Not First Generation College Stdnt",202510,NA,NA
8042057,"Female","Not First Generation College Stdnt",202510,NA,NA
8043161,"Male","Not First Generation College Stdnt",202510,NA,NA
8043208,"Male","Not First Generation College Stdnt",202510,NA,NA
8043424,"Male","Not First Generation College Stdnt",202510,NA,NA
8043792,"Male","First Generation College Stdnt",202510,NA,NA
8043826,"Male","Not First Generation College Stdnt",202510,NA,NA
8044066,"Female","First Generation College Stdnt",202510,NA,NA
8044808,"Male","Not First Generation College Stdnt",202510,NA,NA
8045712,"Male","Not First Generation College Stdnt",202510,NA,NA
8046171,"Female","Not First Generation College Stdnt",202510,NA,NA
8046524,"Female","Not First Generation College Stdnt",202510,NA,NA
8046613,"Male","Not First Generation College Stdnt",202510,NA,NA
8046911,"Male","Not First Generation College Stdnt",202510,NA,NA
8047746,"Male","Not First Generation College Stdnt",202510,NA,NA
8047893,"Male","Not First Generation College Stdnt",202510,NA,NA
8049390,"Male","Not First Generation College Stdnt",202510,NA,NA
8049419,"Male","Not First Generation College Stdnt",202510,NA,NA
8049767,"Male","Not First Generation College Stdnt",202510,NA,NA
8050112,"Female","First Generation College Stdnt",202510,NA,NA
8050561,"Male","Not First Generation College Stdnt",202510,NA,NA
8050565,"Male","Not First Generation College Stdnt",202510,NA,NA
8050777,"Female","Not First Generation College Stdnt",202510,NA,NA
8050880,"Female","Not First Generation College Stdnt",202510,NA,NA
8050882,"Male","Not First Generation College Stdnt",202510,NA,NA
8051472,"Male","Not First Generation College Stdnt",202510,NA,NA
8051545,"Male","Not First Generation College Stdnt",202510,NA,NA
8051960,"Male","Not First Generation College Stdnt",202510,NA,NA
8052697,"Male","Not First Generation College Stdnt",202510,NA,NA
8053165,"Male","First Generation College Stdnt",202510,NA,NA
8053497,"Male","Not First Generation College Stdnt",202510,NA,NA
8053929,"Male","Not First Generation College Stdnt",202510,NA,NA
8054010,"Male","Not First Generation College Stdnt",202510,NA,NA
8054660,"Female","Not First Generation College Stdnt",202510,NA,NA
8055646,"Male","Not First Generation College Stdnt",202510,NA,NA
8055672,"Female","Not First Generation College Stdnt",202510,NA,NA
8055733,"Male","Not First Generation College Stdnt",202510,NA,NA
8056384,"Female","Not First Generation College Stdnt",202510,NA,NA
8056949,"Female","Not First Generation College Stdnt",202510,NA,NA
8057083,"Male","Not First Generation College Stdnt",202510,NA,NA
8059043,"Male","Not First Generation College Stdnt",202510,NA,NA
8059580,"Female","First Generation College Stdnt",202510,NA,NA
8059728,"Male","Not First Generation College Stdnt",202510,NA,NA
8060075,"Male","Not First Generation College Stdnt",202510,NA,NA
8060712,"Female","First Generation College Stdnt",202510,NA,NA
8061238,"Female","Not First Generation College Stdnt",202510,NA,NA
8061318,"Male","Not First Generation College Stdnt",202510,NA,NA
8061828,"Female","First Generation College Stdnt",202510,NA,NA
8061848,"Female","Not First Generation College Stdnt",202510,NA,NA
8062031,"Female","First Generation College Stdnt",202510,NA,NA
8062215,"Male","Not First Generation College Stdnt",202510,NA,NA
8062572,"Male","First Generation College Stdnt",202510,NA,NA
8063263,"Male","Not First Generation College Stdnt",202510,NA,NA
8063741,"Male","Not First Generation College Stdnt",202510,NA,NA
8064301,"Male","First Generation College Stdnt",202510,NA,NA
8071760,"Male","Not First Generation College Stdnt",202410,1.28,1.28
8071760,"Male","Not First Generation College Stdnt",202420,2.61,1.97
8071760,"Male","Not First Generation College Stdnt",202510,NA,1.97
8071769,"Female","Not First Generation College Stdnt",202410,3.52,3.52
8071769,"Female","Not First Generation College Stdnt",202420,3.82,3.67
8071769,"Female","Not First Generation College Stdnt",202510,NA,3.67
8078285,"Male","Not First Generation College Stdnt",202510,NA,NA
8078814,"Female","Not First Generation College Stdnt",202510,NA,NA
8079447,"Female","Not First Generation College Stdnt",202510,NA,NA
8079808,"Male","Not First Generation College Stdnt",202410,3.83,3.83
8079808,"Male","Not First Generation College Stdnt",202420,3.29,3.53
8079808,"Male","Not First Generation College Stdnt",202510,NA,3.57
8082698,"Male","Not First Generation College Stdnt",202410,4,4
8082698,"Male","Not First Generation College Stdnt",202420,3.88,3.81
8082698,"Male","Not First Generation College Stdnt",202510,NA,3.81
8084216,"Female","First Generation College Stdnt",202420,2,1.56
8084216,"Female","First Generation College Stdnt",202510,NA,1.56
8084216,"Female","Not First Generation College Stdnt",202410,1.35,1.35
8085468,"Male","Not First Generation College Stdnt",202410,2.72,2.72
8085468,"Male","Not First Generation College Stdnt",202420,3.43,3.1
8085468,"Male","Not First Generation College Stdnt",202510,NA,3.1
8085741,"Male","Not First Generation College Stdnt",202410,3.58,3.58
8085741,"Male","Not First Generation College Stdnt",202420,3.75,3.65
8085741,"Male","Not First Generation College Stdnt",202510,NA,3.65
8088041,"Male","Not First Generation College Stdnt",202410,2.21,2.21
8088041,"Male","Not First Generation College Stdnt",202420,2.32,2.26
8088041,"Male","Not First Generation College Stdnt",202510,NA,2.26
8088162,"Male","Not First Generation College Stdnt",202410,3.48,3.48
8088162,"Male","Not First Generation College Stdnt",202420,3.33,3.41
8088162,"Male","Not First Generation College Stdnt",202510,NA,3.41
8088163,"Male","Not First Generation College Stdnt",202410,2.5,2.5
8088163,"Male","Not First Generation College Stdnt",202420,1.42,1.85
8088163,"Male","Not First Generation College Stdnt",202510,NA,1.85
8088846,"Male","Not First Generation College Stdnt",202410,2.01,2.01
8088846,"Male","Not First Generation College Stdnt",202420,2.26,2.13
8088846,"Male","Not First Generation College Stdnt",202510,NA,2.13
8091615,"Female","Not First Generation College Stdnt",202410,3.15,3.15
8091615,"Female","Not First Generation College Stdnt",202420,2.8,2.95
8091615,"Female","Not First Generation College Stdnt",202510,NA,2.95
8092370,"Male","First Generation College Stdnt",202410,2.67,2.67
8092370,"Male","First Generation College Stdnt",202420,3.01,2.82
8092370,"Male","First Generation College Stdnt",202510,NA,2.82
8093446,"Male","First Generation College Stdnt",202410,2.22,2.22
8093446,"Male","First Generation College Stdnt",202420,2.21,2.21
8093446,"Male","First Generation College Stdnt",202510,NA,2.21
8093858,"Male","Not First Generation College Stdnt",202410,3.58,3.58
8093858,"Male","Not First Generation College Stdnt",202420,3.1,3.41
8093858,"Male","Not First Generation College Stdnt",202510,NA,3.41
8094275,"Male","First Generation College Stdnt",202410,3.51,3.51
8094275,"Male","First Generation College Stdnt",202420,2.07,2.74
8094275,"Male","First Generation College Stdnt",202510,NA,2.62
8094689,"Female","Not First Generation College Stdnt",202410,3.68,3.68
8094689,"Female","Not First Generation College Stdnt",202420,3.78,3.73
8094689,"Female","Not First Generation College Stdnt",202510,NA,3.73
8094793,"Male","Not First Generation College Stdnt",202410,3.84,3.84
8094793,"Male","Not First Generation College Stdnt",202420,3.91,3.87
8094793,"Male","Not First Generation College Stdnt",202510,NA,3.87
8095052,"Male","Not First Generation College Stdnt",202410,3.83,3.83
8095052,"Male","Not First Generation College Stdnt",202420,3.63,3.73
8095052,"Male","Not First Generation College Stdnt",202510,NA,3.73
8096247,"Male","Not First Generation College Stdnt",202410,2.68,2.68
8096247,"Male","Not First Generation College Stdnt",202420,3.4,3.05
8096247,"Male","Not First Generation College Stdnt",202510,NA,3.05
8096785,"Male","Not First Generation College Stdnt",202410,2.34,2.34
8096785,"Male","Not First Generation College Stdnt",202420,3.06,2.69
8096785,"Male","Not First Generation College Stdnt",202510,NA,2.69
8096793,"Male","Not First Generation College Stdnt",202410,3.82,3.82
8096793,"Male","Not First Generation College Stdnt",202420,3.22,3.52
8096793,"Male","Not First Generation College Stdnt",202510,NA,3.52
8097103,"Male","Not First Generation College Stdnt",202410,3.72,3.72
8097103,"Male","Not First Generation College Stdnt",202420,3.75,3.73
8097103,"Male","Not First Generation College Stdnt",202510,NA,3.73
8097201,"Female","Not First Generation College Stdnt",202410,3.63,3.63
8097201,"Female","Not First Generation College Stdnt",202420,3.52,3.57
8097201,"Female","Not First Generation College Stdnt",202510,NA,3.57
8097337,"Female","Not First Generation College Stdnt",202410,3.28,3.28
8097337,"Female","Not First Generation College Stdnt",202420,3.51,3.38
8097337,"Female","Not First Generation College Stdnt",202510,NA,3.38
8097617,"Male","Not First Generation College Stdnt",202410,3.91,3.91
8097617,"Male","Not First Generation College Stdnt",202420,4,3.95
8097617,"Male","Not First Generation College Stdnt",202510,NA,3.95
8097917,"Male","Not First Generation College Stdnt",202410,2.95,2.95
8097917,"Male","Not First Generation College Stdnt",202420,2.97,2.96
8097917,"Male","Not First Generation College Stdnt",202510,NA,2.96
8098459,"Female","First Generation College Stdnt",202410,3.23,3.23
8098459,"Female","First Generation College Stdnt",202420,2.14,2.57
8098459,"Female","First Generation College Stdnt",202510,NA,2.57
8098511,"Male","Not First Generation College Stdnt",202410,3.8,3.8
8098511,"Male","Not First Generation College Stdnt",202420,3.8,3.8
8098511,"Male","Not First Generation College Stdnt",202510,NA,3.8
8098637,"Male","Not First Generation College Stdnt",202410,3.9,3.9
8098637,"Male","Not First Generation College Stdnt",202420,3.98,3.94
8098637,"Male","Not First Generation College Stdnt",202510,NA,3.94
8098693,"Male","Not First Generation College Stdnt",202410,3.38,3.38
8098693,"Male","Not First Generation College Stdnt",202420,3.4,3.39
8098693,"Male","Not First Generation College Stdnt",202510,NA,3.39
8098995,"Female","Not First Generation College Stdnt",202410,3.49,3.49
8098995,"Female","Not First Generation College Stdnt",202420,2.37,2.88
8098995,"Female","Not First Generation College Stdnt",202510,NA,2.88
8099721,"Male","Not First Generation College Stdnt",202410,2.21,2.21
8099721,"Male","Not First Generation College Stdnt",202420,2.74,2.49
8099721,"Male","Not First Generation College Stdnt",202510,NA,2.49
8099820,"Male","Not First Generation College Stdnt",202410,3.06,3.06
8099820,"Male","Not First Generation College Stdnt",202420,3.26,3.15
8099820,"Male","Not First Generation College Stdnt",202510,NA,3.15
8100116,"Female","Not First Generation College Stdnt",202410,3.04,3.04
8100116,"Female","Not First Generation College Stdnt",202420,2.83,2.94
8100116,"Female","Not First Generation College Stdnt",202510,NA,2.94
8100342,"Female","Not First Generation College Stdnt",202410,4,4
8100342,"Female","Not First Generation College Stdnt",202420,4,4
8100342,"Female","Not First Generation College Stdnt",202510,NA,4
8100526,"Male","First Generation College Stdnt",202410,3.7,3.7
8100526,"Male","First Generation College Stdnt",202420,3.76,3.73
8100526,"Male","First Generation College Stdnt",202510,NA,3.73
8100549,"Male","Not First Generation College Stdnt",202410,3.78,3.78
8100549,"Male","Not First Generation College Stdnt",202420,3.45,3.65
8100549,"Male","Not First Generation College Stdnt",202510,NA,3.65
8100919,"Male","Not First Generation College Stdnt",202410,2.34,2.34
8100919,"Male","Not First Generation College Stdnt",202420,2.46,2.41
8100919,"Male","Not First Generation College Stdnt",202510,NA,2.41
8101018,"Male","Not First Generation College Stdnt",202410,3.25,3.25
8101018,"Male","Not First Generation College Stdnt",202420,3.93,3.57
8101018,"Male","Not First Generation College Stdnt",202510,NA,3.57
8101123,"Female","Not First Generation College Stdnt",202410,2.34,2.34
8101123,"Female","Not First Generation College Stdnt",202420,3.22,2.95
8101123,"Female","Not First Generation College Stdnt",202510,NA,3.05
8101143,"Male","Not First Generation College Stdnt",202410,3.13,3.13
8101143,"Male","Not First Generation College Stdnt",202420,2.72,2.92
8101143,"Male","Not First Generation College Stdnt",202510,NA,2.92
8101331,"Male","Not First Generation College Stdnt",202410,3.92,3.92
8101331,"Male","Not First Generation College Stdnt",202420,4,3.96
8101331,"Male","Not First Generation College Stdnt",202510,NA,3.96
8101424,"Male","Not First Generation College Stdnt",202410,3.92,3.92
8101424,"Male","Not First Generation College Stdnt",202420,3.64,3.78
8101424,"Male","Not First Generation College Stdnt",202510,NA,3.81
8101439,"Male","Not First Generation College Stdnt",202410,3.8,3.8
8101439,"Male","Not First Generation College Stdnt",202420,3.31,3.59
8101439,"Male","Not First Generation College Stdnt",202510,NA,3.6
8102153,"Male","Not First Generation College Stdnt",202410,3.78,3.78
8102153,"Male","Not First Generation College Stdnt",202420,3.35,3.57
8102153,"Male","Not First Generation College Stdnt",202510,NA,3.57
8102286,"Male","Not First Generation College Stdnt",202410,3.54,3.54
8102286,"Male","Not First Generation College Stdnt",202420,3.66,3.6
8102286,"Male","Not First Generation College Stdnt",202510,NA,3.6
8102295,"Male","Not First Generation College Stdnt",202410,3.48,3.48
8102295,"Male","Not First Generation College Stdnt",202420,3.14,3.31
8102295,"Male","Not First Generation College Stdnt",202510,NA,3.31
8102400,"Male","Not First Generation College Stdnt",202410,3.64,3.64
8102400,"Male","Not First Generation College Stdnt",202420,3.36,3.5
8102400,"Male","Not First Generation College Stdnt",202510,NA,3.5
8102524,"Male","Not First Generation College Stdnt",202410,3.39,3.39
8102524,"Male","Not First Generation College Stdnt",202420,3.19,3.28
8102524,"Male","Not First Generation College Stdnt",202510,NA,3.28
8102798,"Male","Not First Generation College Stdnt",202410,2.98,2.98
8102798,"Male","Not First Generation College Stdnt",202420,2.82,2.91
8102798,"Male","Not First Generation College Stdnt",202510,NA,2.89
8102811,"Male","Not First Generation College Stdnt",202410,1.22,1.22
8102811,"Male","Not First Generation College Stdnt",202420,2.26,2.11
8102811,"Male","Not First Generation College Stdnt",202510,NA,2.11
8102842,"Male","Not First Generation College Stdnt",202410,3.78,3.78
8102842,"Male","Not First Generation College Stdnt",202420,3.28,3.53
8102842,"Male","Not First Generation College Stdnt",202510,NA,3.53
8102851,"Male","Not First Generation College Stdnt",202410,3.59,3.59
8102851,"Male","Not First Generation College Stdnt",202420,3.79,3.69
8102851,"Male","Not First Generation College Stdnt",202510,NA,3.69
8102908,"Female","Not First Generation College Stdnt",202410,3.75,3.75
8102908,"Female","Not First Generation College Stdnt",202420,3.42,3.59
8102908,"Female","Not First Generation College Stdnt",202510,NA,3.59
8103304,"Female","Not First Generation College Stdnt",202410,3.89,3.89
8103304,"Female","Not First Generation College Stdnt",202420,3.8,3.85
8103304,"Female","Not First Generation College Stdnt",202510,NA,3.85
8103469,"Female","Not First Generation College Stdnt",202410,4,4
8103469,"Female","Not First Generation College Stdnt",202420,4,4
8103469,"Female","Not First Generation College Stdnt",202510,NA,4
8103883,"Female","Not First Generation College Stdnt",202410,3.75,3.75
8103883,"Female","Not First Generation College Stdnt",202420,3.11,3.44
8103883,"Female","Not First Generation College Stdnt",202510,NA,3.44
8103899,"Male","Not First Generation College Stdnt",202410,3.32,3.32
8103899,"Male","Not First Generation College Stdnt",202420,3.2,3.26
8103899,"Male","Not First Generation College Stdnt",202510,NA,3.26
8104179,"Male","Not First Generation College Stdnt",202410,2.2,2.2
8104179,"Male","Not First Generation College Stdnt",202420,2.75,2.46
8104179,"Male","Not First Generation College Stdnt",202510,NA,2.46
8104279,"Male","Not First Generation College Stdnt",202410,3.56,3.56
8104279,"Male","Not First Generation College Stdnt",202420,3.28,3.42
8104279,"Male","Not First Generation College Stdnt",202510,NA,3.42
8104556,"Male","Not First Generation College Stdnt",202410,3.64,3.64
8104556,"Male","Not First Generation College Stdnt",202420,3.36,3.49
8104556,"Male","Not First Generation College Stdnt",202510,NA,3.49
8104584,"Male","Not First Generation College Stdnt",202410,3.96,3.96
8104584,"Male","Not First Generation College Stdnt",202420,3.94,3.95
8104584,"Male","Not First Generation College Stdnt",202510,NA,3.95
8104623,"Male","Not First Generation College Stdnt",202410,3.45,3.45
8104623,"Male","Not First Generation College Stdnt",202420,3.15,3.31
8104748,"Male","First Generation College Stdnt",202410,3.5,3.5
8104748,"Male","First Generation College Stdnt",202420,3.6,3.55
8104748,"Male","First Generation College Stdnt",202510,NA,3.55
8104808,"Male","Not First Generation College Stdnt",202410,3.91,3.91
8104808,"Male","Not First Generation College Stdnt",202420,3.88,3.9
8104808,"Male","Not First Generation College Stdnt",202510,NA,3.9
8104842,"Male","Not First Generation College Stdnt",202410,2.35,2.35
8104842,"Male","Not First Generation College Stdnt",202420,3.15,2.81
8104842,"Male","Not First Generation College Stdnt",202510,NA,2.81
8104880,"Male","Not First Generation College Stdnt",202410,3.8,3.8
8104880,"Male","Not First Generation College Stdnt",202420,3.94,3.87
8104880,"Male","Not First Generation College Stdnt",202510,NA,3.87
8105202,"Male","Not First Generation College Stdnt",202410,3.48,3.48
8105202,"Male","Not First Generation College Stdnt",202420,3.1,3.3
8105202,"Male","Not First Generation College Stdnt",202510,NA,3.3
8105427,"Female","Not First Generation College Stdnt",202410,3.25,3.25
8105427,"Female","Not First Generation College Stdnt",202420,3.68,3.46
8105427,"Female","Not First Generation College Stdnt",202510,NA,3.46
8105588,"Male","Not First Generation College Stdnt",202410,3,3
8105588,"Male","Not First Generation College Stdnt",202420,3.42,3.2
8105588,"Male","Not First Generation College Stdnt",202510,NA,2.99
8105593,"Male","Not First Generation College Stdnt",202410,3.85,3.85
8105593,"Male","Not First Generation College Stdnt",202420,3.4,3.61
8105593,"Male","Not First Generation College Stdnt",202510,NA,3.61
8105742,"Female","Not First Generation College Stdnt",202410,4,4
8105742,"Female","Not First Generation College Stdnt",202420,3.86,3.93
8105742,"Female","Not First Generation College Stdnt",202510,NA,3.93
8105892,"Male","Not First Generation College Stdnt",202410,3.38,3.38
8105892,"Male","Not First Generation College Stdnt",202420,2.88,3.15
8105892,"Male","Not First Generation College Stdnt",202510,NA,3.15
8106266,"Male","Not First Generation College Stdnt",202410,1.93,1.93
8106266,"Male","Not First Generation College Stdnt",202420,2,2.18
8106266,"Male","Not First Generation College Stdnt",202510,NA,2.18
8107035,"Male","Not First Generation College Stdnt",202410,2.2,2.2
8107035,"Male","Not First Generation College Stdnt",202420,3.36,2.99
8107035,"Male","Not First Generation College Stdnt",202510,NA,2.99
8107364,"Female","Not First Generation College Stdnt",202410,3.84,3.84
8107364,"Female","Not First Generation College Stdnt",202420,3.86,3.85
8107379,"Male","Not First Generation College Stdnt",202410,4,4
8107379,"Male","Not First Generation College Stdnt",202420,4,4
8107379,"Male","Not First Generation College Stdnt",202510,NA,4
8107437,"Male","Not First Generation College Stdnt",202410,3.94,3.94
8107437,"Male","Not First Generation College Stdnt",202420,4,3.97
8107437,"Male","Not First Generation College Stdnt",202510,NA,3.97
8107639,"Female","Not First Generation College Stdnt",202410,3.38,3.38
8108201,"Female","Not First Generation College Stdnt",202410,3.53,3.53
8108201,"Female","Not First Generation College Stdnt",202420,3.68,3.6
8108201,"Female","Not First Generation College Stdnt",202510,NA,3.6
8109038,"Female","First Generation College Stdnt",202410,3.3,3.3
8109038,"Female","First Generation College Stdnt",202420,2.68,3.11
8109038,"Female","First Generation College Stdnt",202510,NA,3.23
8109428,"Male","Not First Generation College Stdnt",202410,3.87,3.87
8109428,"Male","Not First Generation College Stdnt",202420,3.85,3.86
8109428,"Male","Not First Generation College Stdnt",202510,NA,3.88
8109574,"Female","Not First Generation College Stdnt",202410,3.67,3.67
8109574,"Female","Not First Generation College Stdnt",202420,3.88,3.79
8109574,"Female","Not First Generation College Stdnt",202510,NA,3.79
8110107,"Male","Not First Generation College Stdnt",202410,3.32,3.32
8110107,"Male","Not First Generation College Stdnt",202420,3.62,3.46
8110107,"Male","Not First Generation College Stdnt",202510,NA,3.46
8110149,"Male","Not First Generation College Stdnt",202410,3.66,3.66
8110149,"Male","Not First Generation College Stdnt",202420,3.81,3.73
8110149,"Male","Not First Generation College Stdnt",202510,NA,3.73
8110213,"Male","Not First Generation College Stdnt",202410,3.71,3.71
8110213,"Male","Not First Generation College Stdnt",202420,3.41,3.56
8110213,"Male","Not First Generation College Stdnt",202510,NA,3.56
8110325,"Male","Not First Generation College Stdnt",202410,2.31,2.31
8110325,"Male","Not First Generation College Stdnt",202420,1.49,1.88
8110325,"Male","Not First Generation College Stdnt",202510,NA,1.88
8111107,"Female","Not First Generation College Stdnt",202410,4,4
8111107,"Female","Not First Generation College Stdnt",202420,3.86,3.93
8111107,"Female","Not First Generation College Stdnt",202510,NA,3.93
8111944,"Female","Not First Generation College Stdnt",202410,3.32,3.32
8111944,"Female","Not First Generation College Stdnt",202420,3.41,3.37
8111944,"Female","Not First Generation College Stdnt",202510,NA,3.34
8112120,"Female","Not First Generation College Stdnt",202410,3.03,3.03
8112120,"Female","Not First Generation College Stdnt",202420,3.64,3.35
8112120,"Female","Not First Generation College Stdnt",202510,NA,3.35
8112254,"Male","First Generation College Stdnt",202410,2.68,2.68
8112254,"Male","First Generation College Stdnt",202420,2.38,2.53
8112254,"Male","First Generation College Stdnt",202510,NA,2.66
8112451,"Female","Not First Generation College Stdnt",202410,3.9,3.9
8112451,"Female","Not First Generation College Stdnt",202420,3.83,3.86
8112451,"Female","Not First Generation College Stdnt",202510,NA,3.88
8112497,"Male","Not First Generation College Stdnt",202410,2.51,2.51
8112497,"Male","Not First Generation College Stdnt",202420,3.54,3.16
8112497,"Male","Not First Generation College Stdnt",202510,NA,3.16
8112667,"Male","Not First Generation College Stdnt",202410,3.88,3.88
8112667,"Male","Not First Generation College Stdnt",202420,3.77,3.82
8112667,"Male","Not First Generation College Stdnt",202510,NA,3.82
8112942,"Male","Not First Generation College Stdnt",202410,3.94,3.94
8112942,"Male","Not First Generation College Stdnt",202420,3.74,3.84
8112942,"Male","Not First Generation College Stdnt",202510,NA,3.84
8113087,"Male","Not First Generation College Stdnt",202410,3.94,3.94
8113087,"Male","Not First Generation College Stdnt",202420,3.24,3.59
8113087,"Male","Not First Generation College Stdnt",202510,NA,3.59
8113388,"Male","Not First Generation College Stdnt",202410,3.79,3.79
8113388,"Male","Not First Generation College Stdnt",202420,3.75,3.77
8113388,"Male","Not First Generation College Stdnt",202510,NA,3.77
8113623,"Male","Not First Generation College Stdnt",202410,3.68,3.68
8113623,"Male","Not First Generation College Stdnt",202420,3.74,3.71
8113623,"Male","Not First Generation College Stdnt",202510,NA,3.71
8113661,"Male","Not First Generation College Stdnt",202410,3.6,3.6
8113661,"Male","Not First Generation College Stdnt",202420,3.21,3.4
8113661,"Male","Not First Generation College Stdnt",202510,NA,3.4
8113775,"Female","Not First Generation College Stdnt",202410,4,4
8113775,"Female","Not First Generation College Stdnt",202420,4,4
8113775,"Female","Not First Generation College Stdnt",202510,NA,4
8113883,"Male","Not First Generation College Stdnt",202410,3.61,3.61
8113883,"Male","Not First Generation College Stdnt",202420,3.12,3.43
8113883,"Male","Not First Generation College Stdnt",202510,NA,3.5
8113913,"Male","First Generation College Stdnt",202410,3.37,3.37
8113913,"Male","First Generation College Stdnt",202420,1.92,2.7
8113913,"Male","First Generation College Stdnt",202510,NA,2.7
8113952,"Male","Not First Generation College Stdnt",202410,2.32,2.32
8113952,"Male","Not First Generation College Stdnt",202420,3.05,2.76
8113952,"Male","Not First Generation College Stdnt",202510,NA,2.76
8114030,"Female","Not First Generation College Stdnt",202410,3.75,3.75
8114030,"Female","Not First Generation College Stdnt",202420,3.77,3.76
8114030,"Female","Not First Generation College Stdnt",202510,NA,3.76
8114059,"Female","Not First Generation College Stdnt",202410,4,4
8114059,"Female","Not First Generation College Stdnt",202420,3.31,3.63
8114059,"Female","Not First Generation College Stdnt",202510,NA,3.63
8114711,"Female","Not First Generation College Stdnt",202410,3.7,3.7
8114711,"Female","Not First Generation College Stdnt",202420,3.68,3.69
8114711,"Female","Not First Generation College Stdnt",202510,NA,3.69
8114906,"Male","Not First Generation College Stdnt",202410,3.5,3.5
8114906,"Male","Not First Generation College Stdnt",202420,3.32,3.41
8114906,"Male","Not First Generation College Stdnt",202510,NA,3.25
8114983,"Male","First Generation College Stdnt",202410,3.14,3.14
8114983,"Male","First Generation College Stdnt",202420,2.48,2.8
8114983,"Male","First Generation College Stdnt",202510,NA,2.8
8115221,"Male","Not First Generation College Stdnt",202410,2.71,2.71
8115221,"Male","Not First Generation College Stdnt",202420,3.14,2.95
8115233,"Male","Not First Generation College Stdnt",202410,1.56,1.56
8115233,"Male","Not First Generation College Stdnt",202420,2.56,2.04
8115233,"Male","Not First Generation College Stdnt",202510,NA,2.04
8115369,"Female","Not First Generation College Stdnt",202410,3.9,3.9
8115369,"Female","Not First Generation College Stdnt",202420,4,3.95
8115369,"Female","Not First Generation College Stdnt",202510,NA,3.95
8115647,"Male","Not First Generation College Stdnt",202410,1.63,1.63
8115647,"Male","Not First Generation College Stdnt",202420,2.77,2.16
8115647,"Male","Not First Generation College Stdnt",202510,NA,2.16
8116045,"Female","First Generation College Stdnt",202410,3.7,3.7
8116045,"Female","First Generation College Stdnt",202420,3.37,3.53
8116045,"Female","First Generation College Stdnt",202510,NA,3.53
8116163,"Male","Not First Generation College Stdnt",202410,3.71,3.71
8116163,"Male","Not First Generation College Stdnt",202420,3.6,3.65
8116163,"Male","Not First Generation College Stdnt",202510,NA,3.65
8116176,"Male","Not First Generation College Stdnt",202410,3.7,3.7
8116176,"Male","Not First Generation College Stdnt",202420,3.69,3.69
8116176,"Male","Not First Generation College Stdnt",202510,NA,3.69
8116670,"Female","Not First Generation College Stdnt",202410,3.6,3.6
8116670,"Female","Not First Generation College Stdnt",202420,3.52,3.56
8116670,"Female","Not First Generation College Stdnt",202510,NA,3.56
8116997,"Male","Not First Generation College Stdnt",202410,3.4,3.4
8116997,"Male","Not First Generation College Stdnt",202420,3.35,3.38
8116997,"Male","Not First Generation College Stdnt",202510,NA,3.38
8117385,"Female","Not First Generation College Stdnt",202410,3.56,3.56
8117385,"Female","Not First Generation College Stdnt",202420,2.96,3.24
8117385,"Female","Not First Generation College Stdnt",202510,NA,3.24
8117466,"Female","Not First Generation College Stdnt",202510,NA,NA
8118379,"Female","Not First Generation College Stdnt",202410,3.76,3.76
8118379,"Female","Not First Generation College Stdnt",202420,3.96,3.87
8118379,"Female","Not First Generation College Stdnt",202510,NA,3.87
8119708,"Female","Not First Generation College Stdnt",202410,3.07,3.24
8119708,"Female","Not First Generation College Stdnt",202420,3.88,3.54
8119708,"Female","Not First Generation College Stdnt",202510,NA,3.54
8119865,"Female","Not First Generation College Stdnt",202410,3.88,3.88
8119865,"Female","Not First Generation College Stdnt",202420,3.8,3.84
8119865,"Female","Not First Generation College Stdnt",202510,NA,3.84
8120083,"Male","Not First Generation College Stdnt",202410,3.54,3.54
