"Student.ID","Course","Term.Code","Earned.Academic.Credit","Final.Letter.Grade.Group","Final.Letter.Grade","GPA.Quality.Points"
8201387,"ECO201","202220",NA,"C","C+",2.3
8201387,"FIN301","202415",NA,"B","B+",3.3
8201387,"ISA125","202220",NA,"B","B",3
8201387,"ISA225","202310",NA,"B","B",3
8201387,"ISA235","202320",NA,"B","B+",3.3
8201387,"ISA245","202410",NA,"A","A-",3.7
8201387,"ISA281","202420",NA,"B","B",3
8201387,"ISA365","202420",NA,"C","C",2
8201387,"ISA401","202420",NA,"B","B+",3.3
8201387,"MGT291","202320",NA,"B","B+",3.3
8201387,"MGT295","202320",NA,"C","C+",2.3
8201387,"MTH141","202210",NA,"B","B",3
8201493,"ACC221","202310",NA,"A","A-",3.7
8201493,"BUS104","202220",NA,NA,NA,3.7
8201493,"CSE148","202210",NA,"A","A-",3.7
8201493,"ECO201","202220",NA,"A","A",4
8201493,"FIN301","202410",NA,"A","A-",3.7
8201493,"ISA225","202410",NA,"A","A",4
8201493,"ISA235","202410",NA,"A","A-",3.7
8201493,"ISA245","202420",NA,"A","A-",3.7
8201493,"ISA281","202410",NA,"B","B",3
8201493,"ISA291","202420",NA,"B","B-",2.7
8201493,"MGT291","202230",NA,"A","A-",3.7
8201493,"MGT295","202420",NA,"B","B+",3.3
8201493,"MTH141","202210",NA,"B","B+",3.3
8201706,"ACC221","202210",NA,"B","B+",3.3
8201706,"BUS104","202210",NA,"A","A",4
8201706,"MTH151","202220",NA,"B","B",3
8201733,"ACC221","202310",NA,"B","B+",3.3
8201733,"BUS104","202210",NA,"B","B-",2.7
8201733,"CSE148","202220",NA,"B","B-",2.7
8201733,"ECO201","202310",NA,"B","B-",2.7
8201733,"FIN301","202320",NA,"A","A-",3.7
8201733,"ISA125","202310",NA,"B","B",3
8201733,"ISA225","202330",NA,"B","B-",2.7
8201733,"ISA235","202420",NA,"B","B",3
8201733,"MGT291","202310",NA,"B","B",3
8201733,"MGT295","202420",NA,"B","B+",3.3
8201733,"MTH141","202210",NA,"B","B-",2.7
8202241,"ACC221","202210",NA,"A","A-",3.7
8202241,"BUS104","202210",NA,"A","A",4
8202241,"CSE148","202220",NA,"A","A",4
8202241,"FIN301","202310",NA,"A","A",4
8202241,"ISA225","202310",NA,"A","A",4
8202241,"ISA235","202310",NA,"B","B+",3.3
8202241,"ISA245","202320",NA,"A","A",4
8202241,"ISA281","202320",NA,"A","A-",3.7
8202241,"ISA291","202320",NA,"A","A",4
8202241,"ISA401","202410",NA,"A","A",4
8202241,"ISA444","202410",NA,"A","A",4
8202241,"MGT295","202310",NA,"A","A",4
8202349,"ACC221","202220",NA,"A","A",4
8202349,"BUS104","202220",NA,"A","A",4
8202349,"CSE148","202210",NA,"B","B",3
8202349,"ISA125","202310",NA,"A","A",4
8202349,"ISA225","202320",NA,"A","A-",3.7
8202349,"ISA235","202420",NA,"B","B+",3.3
8202349,"ISA291","202420",NA,"C","C",2
8202349,"MGT295","202430",NA,"B","B",3
8202349,"MTH141","202210",NA,"B","B+",3.3
8202613,"BUS104","202420",NA,"D","D-",0.7
8202613,"CSE148","202410",NA,"C","C-",1.7
8202613,"ECO201","202420",NA,"B","B-",2.7
8202624,"ACC221","202330",NA,"D","D+",1.3
8202624,"BUS104","202220",NA,"C","C",2
8202624,"CSE148","202210",NA,"D","D",1
8202624,"ECO201","202310",NA,"C","C",2
8202624,"FIN301","202430",NA,"B","B-",2.7
8202624,"ISA125","202220",NA,"D","D",1
8202624,"ISA235","202310",NA,"C","C-",1.7
8202624,"MGT291","202410",NA,"C","C+",2.3
8202624,"MGT295","202420",NA,"C","C",2
8202624,"MTH141","202210",NA,"D","D-",0.7
8202719,"ACC221","202310",NA,"A","A",4
8202719,"BUS104","202220",NA,"A","A-",3.7
8202719,"CSE148","202210",NA,"A","A",4
8202719,"ECO201","202210",NA,"B","B",3
8202719,"FIN301","202410",NA,"A","A",4
8202719,"ISA125","202310",NA,"A","A-",3.7
8202719,"ISA225","202320",NA,"A","A",4
8202719,"ISA235","202310",NA,"A","A-",3.7
8202719,"MGT291","202420",NA,"A","A-",3.7
8202719,"MGT295","202410",NA,"A","A+",4
8202810,"ACC221","202310",NA,"C","C",2
8202810,"BUS104","202220",NA,"B","B-",2.7
8202810,"CSE148","202210",NA,"B","B-",2.7
8202810,"ECO201","202315",NA,"B","B",3
8202810,"FIN301","202410",NA,"B","B+",3.3
8202810,"ISA125","202320",NA,"B","B+",3.3
8202810,"ISA225","202420",NA,"B","B+",3.3
8202810,"ISA235","202420",NA,"B","B",3
8202810,"MGT291","202420",NA,"B","B",3
8202810,"MTH141","202210",NA,"D","D+",1.3
8203289,"ACC221","202220",NA,"A","A",4
8203289,"BUS104","202220",NA,"A","A",4
8203289,"CSE148","202210",NA,"A","A",4
8203289,"MTH141","202210",NA,"A","A",4
8203348,"ACC221","202310",NA,"A","A",4
8203348,"BUS104","202210",NA,"A","A",4
8203348,"CSE148","202220",NA,"A","A",4
8203348,"ECO201","202210",NA,"A","A",4
8203348,"FIN301","202320",NA,"A","A",4
8203348,"ISA225","202220",NA,"A","A+",4
8203348,"ISA235","202310",NA,"A","A",4
8203348,"ISA245","202320",NA,"A","A",4
8203348,"ISA281","202320",NA,"A","A",4
8203348,"ISA291","202410",NA,"A","A+",4
8203348,"ISA321","202420",NA,"A","A",4
8203348,"ISA365","202420",NA,"A","A",4
8203348,"ISA401","202410",NA,"A","A",4
8203348,"ISA495","202420",NA,"A","A",4
8203348,"MGT291","202320",NA,"A","A",4
8203348,"MGT295","202310",NA,"A","A+",4
8203595,"ACC221","202410",NA,"A","A",4
8203595,"BUS104","202310",NA,"A","A",4
8203595,"CSE148","202320",NA,"A","A",4
8203595,"ECO201","202320",NA,"A","A",4
8203595,"FIN301","202420",NA,"A","A+",4
8203595,"ISA125","202420",NA,"A","A",4
8203595,"ISA235","202410",NA,"A","A",4
8203595,"MTH141","202310",NA,"A","A",4
8203607,"ACC221","202310",NA,"A","A",4
8203607,"BUS104","202210",NA,"B","B+",3.3
8203607,"CSE148","202220",NA,"B","B",3
8203607,"ECO201","202220",NA,"B","B",3
8203607,"FIN301","202420",NA,"A","A+",4
8203607,"ISA125","202310",NA,"A","A-",3.7
8203607,"ISA225","202320",NA,"A","A-",3.7
8203607,"ISA235","202410",NA,"B","B+",3.3
8203607,"ISA245","202420",NA,"B","B+",3.3
8203607,"ISA281","202410",NA,"A","A",4
8203607,"ISA291","202410",NA,"B","B+",3.3
8203607,"MGT291","202310",NA,"B","B+",3.3
8203607,"MGT295","202320",NA,"B","B",3
8203607,"MTH141","202210",NA,"A","A-",3.7
8204022,"ACC221","202210",NA,"B","B",3
8204022,"BUS104","202210",NA,"A","A-",3.7
8204022,"CSE148","202215",NA,"A","A",4
8204022,"ISA235","202220",NA,"B","B-",2.7
8204022,"ISA245","202310",NA,"C","C+",2.3
8204070,"ACC221","202210",NA,"B","B+",3.3
8204070,"BUS104","202210",NA,"A","A-",3.7
8204070,"CSE148","202220",NA,"A","A-",3.7
8204070,"ECO201","202220",NA,"A","A",4
8204070,"ISA125","202310",NA,"A","A-",3.7
8204070,"ISA225","202410",NA,"A","A-",3.7
8204070,"ISA235","202310",NA,"A","A",4
8204070,"ISA245","202410",NA,"B","B+",3.3
8204070,"ISA281","202410",NA,"A","A",4
8204070,"ISA387","202410",NA,"B","B+",3.3
8204070,"ISA406","202420",NA,"A","A-",3.7
8204070,"MTH141","202220",NA,"A","A",4
8204130,"ACC221","202320",NA,"B","B+",3.3
8204130,"BUS104","202210",NA,"B","B",3
8204130,"CSE148","202220",NA,"C","C",2
8204130,"ECO201","202320",NA,"B","B-",2.7
8204130,"FIN301","202420",NA,"B","B+",3.3
8204130,"ISA125","202310",NA,"B","B",3
8204130,"ISA225","202420",NA,"B","B+",3.3
8204130,"ISA235","202415",NA,"B","B",3
8204130,"MGT291","202415",NA,"B","B",3
8204130,"MGT295","202420",NA,"A","A-",3.7
8204447,"ACC221","202310",NA,"B","B+",3.3
8204447,"BUS104","202220",NA,"D","D+",1.3
8204447,"CSE148","202210",NA,"C","C-",1.7
8204447,"ECO201","202310",NA,"B","B",3
8204447,"FIN301","202420",NA,"C","C+",2.3
8204447,"ISA125","202220",NA,"B","B",3
8204447,"ISA225","202420",NA,"C","C",2
8204447,"ISA235","202310",NA,"B","B-",2.7
8204447,"ISA245","202410",NA,"C","C",2
8204447,"ISA281","202420",NA,"C","C-",1.7
8204447,"ISA401","202420",NA,"D","D-",0.7
8204447,"MGT291","202420",NA,"B","B-",2.7
8204447,"MTH141","202210",NA,"D","D+",1.3
8204447,NA,"202320",NA,"B","B-",2.7
8204564,"ACC221","202220",NA,"B","B",3
8204564,"BUS104","202210",NA,"A","A-",3.7
8204564,"CSE148","202220",NA,"A","A+",4
8204564,"ECO201","202210",NA,"B","B",3
8204564,"FIN301","202415",NA,"B","B+",3.3
8204564,"ISA125","202310",NA,"A","A-",3.7
8204564,"ISA225","202320",NA,"A","A",4
8204564,"ISA235","202310",NA,"B","B+",3.3
8204564,"ISA245","202410",NA,"A","A-",3.7
8204564,"ISA281","202420",NA,"A","A-",3.7
8204564,"ISA291","202410",NA,"B","B+",3.3
8204564,"ISA321","202420",NA,"A","A-",3.7
8204564,"ISA401","202420",NA,"A","A-",3.7
8204564,"MGT291","202315",NA,"B","B+",3.3
8204564,"MGT295","202320",NA,"A","A-",3.7
8204994,"ACC221","202220",NA,"A","A+",4
8204994,"BUS104","202210",NA,"A","A+",4
8204994,"CSE148","202220",NA,"A","A",4
8204994,"ECO201","202210",NA,"A","A",4
8204994,"FIN301","202410",NA,"A","A",4
8204994,"ISA225","202310",NA,"A","A+",4
8204994,"ISA235","202310",NA,"A","A",4
8204994,"ISA245","202320",NA,"A","A",4
8204994,"ISA281","202410",NA,"A","A",4
8204994,"ISA291","202320",NA,"A","A",4
8204994,"ISA491","202410",NA,"A","A-",3.7
8204994,"MGT291","202410",NA,"A","A+",4
8204994,"MGT295","202320",NA,"A","A",4
8205151,"ACC221","202310",NA,"A","A",4
8205151,"BUS104","202210",NA,"A","A",4
8205151,"CSE148","202220",NA,"A","A",4
8205151,"ECO201","202210",NA,"A","A",4
8205151,"FIN301","202320",NA,"A","A",4
8205151,"ISA225","202220",NA,"A","A",4
8205151,"ISA235","202310",NA,"A","A-",3.7
8205151,"ISA245","202320",NA,"A","A-",3.7
8205151,"ISA281","202310",NA,"A","A",4
8205151,"ISA291","202410",NA,"A","A",4
8205151,"ISA491","202420",NA,"A","A",4
8205151,"MGT295","202310",NA,"A","A",4
8205333,"ACC221","202210",NA,"B","B+",3.3
8205333,"BUS104","202210",NA,"B","B+",3.3
8205333,"CSE148","202220",NA,"A","A",4
8205333,"ECO201","202220",NA,"A","A",4
8205333,"FIN301","202420",NA,"A","A",4
8205333,"ISA125","202220",NA,"A","A-",3.7
8205333,"ISA225","202410",NA,"A","A",4
8205333,"ISA235","202310",NA,"B","B",3
8205333,"ISA245","202410",NA,"A","A-",3.7
8205333,"ISA281","202420",NA,"A","A-",3.7
8205333,"ISA291","202420",NA,"A","A-",3.7
8205333,"ISA401","202420",NA,"A","A",4
8205333,"MGT291","202320",NA,"B","B+",3.3
8205333,"MGT295","202410",NA,"A","A",4
8205394,"ACC221","202220",NA,"C","C+",2.3
8205394,"BUS104","202210",NA,"B","B-",2.7
8205394,"CSE148","202220",NA,"A","A-",3.7
8205394,"ECO201","202220",NA,"B","B",3
8205394,"ISA125","202210",NA,"C","C+",2.3
8205394,"ISA225","202410",NA,"B","B",3
8205394,"ISA235","202320",NA,"B","B+",3.3
8205394,"ISA245","202410",NA,"B","B+",3.3
8205394,"ISA281","202420",NA,"B","B-",2.7
8205394,"ISA291","202420",NA,"C","C+",2.3
8205394,"MGT291","202410",NA,"B","B+",3.3
8205394,"MGT295","202420",NA,"A","A-",3.7
8205394,"MTH141","202320",NA,"A","A",4
8205678,"ACC221","202310",NA,"C","C",2
8205678,"BUS104","202210",NA,"B","B-",2.7
8205678,"ISA125","202310",NA,"B","B-",2.7
8205678,"MGT291","202310",NA,"B","B",3
8205678,"MTH141","202220",NA,"D","D+",1.3
8205734,"BUS104","202210",NA,"C","C",2
8205734,"CSE148","202220",NA,"B","B",3
8205734,"ISA125","202220",NA,"B","B",3
8205734,"MTH141","202210",NA,"C","C-",1.7
8205784,"ACC221","202220",NA,"C","C",2
8205784,"BUS104","202210",NA,"C","C+",2.3
8205784,"CSE148","202220",NA,"B","B",3
8205784,"ECO201","202210",NA,"C","C",2
8205784,"ISA225","202310",NA,"B","B+",3.3
8205784,"ISA235","202320",NA,"B","B",3
8205784,"ISA245","202410",NA,"B","B",3
8205784,"ISA281","202420",NA,"B","B-",2.7
8205784,"ISA291","202410",NA,"B","B-",2.7
8205784,"ISA301","202420",NA,"C","C+",2.3
8205784,"ISA401","202420",NA,"B","B",3
8205784,"ISA491","202420",NA,"B","B-",2.7
8205784,"MGT291","202315",NA,"A","A",4
8205784,"MGT295","202410",NA,"B","B",3
8206209,"ACC221","202310",NA,"B","B",3
8206209,"BUS104","202220",NA,"B","B",3
8206209,"CSE148","202210",NA,"D","D",1
8206209,"ECO201","202220",NA,"B","B",3
8206209,"FIN301","202410",NA,"B","B+",3.3
8206209,"ISA125","202320",NA,"B","B",3
8206209,"ISA225","202410",NA,"B","B+",3.3
8206209,"ISA235","202420",NA,"B","B+",3.3
8206209,"MGT291","202320",NA,"A","A+",4
8206209,"MGT295","202410",NA,"C","C+",2.3
8206209,"MTH141","202210",NA,"D","D+",1.3
8206323,"ACC221","202310",NA,"C","C",2
8206323,"BUS104","202220",NA,"C","C-",1.7
8206323,"ECO201","202310",NA,"C","C-",1.7
8206323,"ISA125","202310",NA,"D","D+",1.3
8206323,"MGT291","202320",NA,"A","A",4
8206323,"MGT295","202320",NA,"B","B",3
8206323,"MTH141","202320",NA,"C","C+",2.3
8206374,"ACC221","202310",NA,"A","A",4
8206374,"BUS104","202210",NA,"A","A-",3.7
8206374,"CSE148","202220",NA,"A","A-",3.7
8206374,"ECO201","202210",NA,"A","A",4
8206374,"FIN301","202320",NA,"A","A",4
8206374,"ISA125","202220",NA,"A","A-",3.7
8206374,"ISA225","202310",NA,"A","A+",4
8206374,"ISA235","202320",NA,"A","A-",3.7
8206374,"ISA245","202410",NA,"B","B",3
8206374,"ISA281","202420",NA,"A","A-",3.7
8206374,"ISA291","202410",NA,"A","A",4
8206374,"ISA401","202420",NA,"B","B",3
8206374,"MGT291","202415",NA,"A","A+",4
8206374,"MGT295","202420",NA,"A","A-",3.7
8206527,"ACC221","202310",NA,"A","A",4
8206527,"BUS104","202210",NA,"B","B-",2.7
8206527,"CSE148","202220",NA,"B","B+",3.3
8206527,"ECO201","202210",NA,"A","A-",3.7
8206527,"FIN301","202415",NA,"A","A-",3.7
8206527,"ISA225","202410",NA,"A","A-",3.7
8206527,"ISA235","202410",NA,"B","B+",3.3
8206527,"MGT291","202410",NA,"C","C+",2.3
8206527,"MGT295","202320",NA,"A","A-",3.7
8206589,"ACC221","202310",NA,"A","A-",3.7
8206589,"BUS104","202220",NA,"B","B-",2.7
8206589,"CSE148","202210",NA,"C","C+",2.3
8206589,"ECO201","202310",NA,"A","A",4
8206589,"ISA125","202220",NA,"B","B",3
8206589,"ISA225","202410",NA,"A","A-",3.7
8206589,"MGT291","202410",NA,NA,NA,3.7
8206673,"ACC221","202310",NA,"D","D+",1.3
8206673,"BUS104","202210",NA,"B","B",3
8206673,"CSE148","202230",NA,"A","A",4
8206673,"ECO201","202410",NA,"B","B",3
8206673,"FIN301","202320",NA,"C","C+",2.3
8206673,"ISA125","202220",NA,"A","A-",3.7
8206673,"ISA225","202330",NA,"C","C",2
8206673,"ISA235","202310",NA,"B","B",3
8206673,"ISA245","202320",NA,"C","C+",2.3
8206673,"MGT295","202410",NA,"B","B",3
8207056,"ACC221","202210",NA,"C","C+",2.3
8207056,"BUS104","202210",NA,"B","B+",3.3
8207056,"CSE148","202220",NA,"A","A-",3.7
8207056,"ECO201","202220",NA,"B","B-",2.7
8207056,"FIN301","202310",NA,"C","C",2
8207056,"ISA125","202220",NA,"B","B-",2.7
8207056,"ISA225","202310",NA,"C","C+",2.3
8207056,"ISA235","202310",NA,"B","B",3
8207056,"MGT291","202320",NA,"B","B",3
8207056,"MGT295","202420",NA,"A","A",4
8208062,"ACC221","202310",NA,"A","A",4
8208062,"BUS104","202210",NA,"B","B+",3.3
8208062,"CSE148","202220",NA,"A","A",4
8208062,"ECO201","202210",NA,"A","A-",3.7
8208062,"FIN301","202410",NA,"A","A",4
8208062,"ISA125","202220",NA,"A","A-",3.7
8208062,"ISA225","202320",NA,"A","A",4
8208062,"ISA235","202310",NA,"A","A",4
8208062,"ISA245","202320",NA,"A","A+",4
8208062,"ISA281","202410",NA,"A","A",4
8208062,"ISA291","202410",NA,"A","A",4
8208062,"ISA401","202420",NA,"A","A-",3.7
8208062,"ISA414","202420",NA,"A","A",4
8208062,"MGT291","202420",NA,"B","B+",3.3
8208062,"MGT295","202410",NA,"A","A",4
8208211,"ACC221","202220",NA,"A","A+",4
8208211,"BUS104","202210",NA,"A","A-",3.7
8208211,"CSE148","202220",NA,"A","A-",3.7
8208211,"ECO201","202310",NA,"A","A+",4
8208211,"FIN301","202320",NA,"A","A",4
8208211,"ISA125","202210",NA,"C","C+",2.3
8208211,"ISA225","202310",NA,"A","A",4
8208211,"ISA235","202310",NA,"B","B-",2.7
8208211,"ISA245","202410",NA,"A","A-",3.7
8208211,"ISA281","202420",NA,"A","A-",3.7
8208211,"ISA291","202410",NA,"A","A",4
8208211,"ISA401","202420",NA,"A","A-",3.7
8208211,"ISA491","202420",NA,"A","A",4
8208211,"MGT291","202320",NA,"A","A-",3.7
8208211,"MGT295","202410",NA,"A","A",4
8216877,"BUS104","202120",NA,"C","C",2
8216877,"ISA235","202120",NA,"C","C+",2.3
8216939,"BUS104","202410",NA,"C","C-",1.7
8216939,"CSE148","202420",NA,"A","A-",3.7
8216939,"ECO201","202320",NA,"B","B",3
8216970,"ACC221","202310",NA,"C","C+",2.3
8216970,"BUS104","202220",NA,"B","B",3
8216970,"CSE148","202210",NA,"D","D+",1.3
8216970,"ECO201","202220",NA,"B","B-",2.7
8216970,"ISA125","202320",NA,"B","B",3
8216970,"ISA225","202410",NA,"C","C",2
8216970,"ISA235","202320",NA,"B","B-",2.7
8216970,"ISA245","202410",NA,"C","C",2
8216970,"ISA281","202410",NA,"C","C",2
8216970,"ISA291","202420",NA,"C","C+",2.3
8216970,"ISA401","202420",NA,"B","B-",2.7
8216970,"MGT291","202420",NA,"A","A-",3.7
8216970,"MGT295","202420",NA,"A","A-",3.7
8216970,"MTH141","202210",NA,"C","C-",1.7
8217036,"ACC221","202210",NA,"A","A",4
8217036,"BUS104","202210",NA,"A","A",4
8217036,"CSE148","202220",NA,"A","A",4
8217036,"ECO201","202220",NA,"A","A",4
8217036,"FIN301","202320",NA,"A","A",4
8217036,"ISA225","202220",NA,"A","A",4
8217036,"ISA235","202310",NA,"A","A-",3.7
8217036,"ISA245","202320",NA,"A","A-",3.7
8217036,"ISA281","202320",NA,"A","A-",3.7
8217036,"ISA291","202310",NA,"B","B+",3.3
8217036,"ISA321","202410",NA,"A","A",4
8217036,"ISA401","202410",NA,"B","B-",2.7
8217036,"ISA491","202420",NA,"B","B+",3.3
8217036,"MGT291","202320",NA,"A","A",4
8217036,"MGT295","202310",NA,"B","B+",3.3
8217044,"ACC221","202220",NA,"C","C+",2.3
8217044,"BUS104","202220",NA,"B","B-",2.7
8217044,"CSE148","202210",NA,"B","B",3
8217044,"ECO201","202310",NA,"B","B",3
8217044,"ISA225","202310",NA,"B","B-",2.7
8217044,"ISA235","202320",NA,"B","B-",2.7
8217044,"ISA245","202410",NA,"B","B",3
8217044,"ISA291","202410",NA,"B","B",3
8217044,"ISA401","202420",NA,"B","B",3
8217044,"ISA491","202420",NA,"A","A",4
8217044,"MGT291","202410",NA,"A","A-",3.7
8217044,"MGT295","202420",NA,"B","B-",2.7
8217044,"MTH141","202210",NA,"D","D+",1.3
8217044,NA,"202230",NA,"B","B+",3.3
8218436,"BUS104","202210",NA,"A","A-",3.7
8218436,"CSE148","202220",NA,"A","A",4
8218436,"ECO201","202220",NA,"B","B",3
8218436,"FIN301","202410",NA,"B","B-",2.7
8218436,"ISA225","202220",NA,"A","A",4
8218436,"ISA235","202310",NA,"A","A",4
8218436,"ISA291","202410",NA,"A","A",4
8218436,"ISA365","202420",NA,"A","A",4
8218436,"MGT295","202320",NA,"A","A-",3.7
8218436,"MTH141","202210",NA,"B","B+",3.3
8221753,"ACC221","202320",NA,"D","D+",1.3
8221753,"BUS104","202310",NA,"C","C",2
8221753,"CSE148","202320",NA,"B","B+",3.3
8221753,"ECO201","202220",NA,"A","A",4
8221753,"FIN301","202330",NA,"B","B",3
8221753,"ISA225","202310",NA,"C","C",2
8221753,"ISA235","202330",NA,"A","A",4
8221753,"MGT291","202320",NA,"A","A",4
8221753,"MGT295","202330",NA,"B","B",3
8221753,"MTH151","202210",NA,"B","B+",3.3
8224982,"ACC221","202210",NA,"B","B-",2.7
8224982,"BUS104","202120",NA,"A","A-",3.7
8224982,"FIN301","202310",NA,"D","D",1
8224982,"ISA125","202220",NA,"B","B",3
8224982,"ISA225","202310",NA,"C","C",2
8224982,"ISA235","202220",NA,"D","D+",1.3
8224982,"ISA245","202310",NA,"C","C",2
8224982,"ISA281","202310",NA,"C","C",2
8224982,"ISA291","202320",NA,"D","D",1
8224982,"ISA365","202420",NA,"C","C",2
8224982,"ISA401","202420",NA,"D","D+",1.3
8224982,"ISA414","202410",NA,"B","B",3
8224982,"ISA444","202410",NA,"B","B",3
8224982,"ISA491","202420",NA,"C","C+",2.3
8224982,"ISA495","202420",NA,"C","C-",1.7
8224982,"MGT291","202210",NA,"B","B-",2.7
8224982,"MGT295","202320",NA,"C","C-",1.7
8224982,"MTH151","202110",NA,"B","B-",2.7
8226333,"ACC221","202110",NA,"A","A",4
8226333,"BUS104","202120",NA,"A","A+",4
8226333,"CSE148","202110",NA,"A","A+",4
8226333,"FIN301","202210",NA,"A","A",4
8226333,"ISA225","202120",NA,"A","A+",4
8226333,"ISA235","202210",NA,"A","A",4
8226333,"ISA245","202220",NA,"B","B+",3.3
8226333,"ISA281","202320",NA,"A","A+",4
8226333,"ISA291","202220",NA,"A","A",4
8226333,"ISA321","202310",NA,"A","A",4
8226333,"ISA401","202310",NA,"A","A",4
8226333,"ISA414","202320",NA,"A","A",4
8226333,"ISA491","202310",NA,"A","A",4
8226333,"ISA495","202410",NA,"A","A",4
8226333,"MGT291","202220",NA,"A","A",4
8226333,"MGT295","202310",NA,"A","A-",3.7
8226483,"ACC221","202210",NA,"A","A",4
8226483,"BUS104","202120",NA,"A","A",4
8226483,"CSE148","202410",NA,"A","A",4
8226483,"FIN301","202420",NA,"A","A",4
8226483,"ISA225","202410",NA,"A","A",4
8226483,"ISA235","202420",NA,"A","A-",3.7
8226483,"ISA281","202420",NA,"A","A",4
8226483,"ISA291","202420",NA,"A","A+",4
8226632,"ACC221","202120",NA,"A","A",4
8226632,"BUS104","202110",NA,"A","A-",3.7
8226632,"CSE148","202120",NA,"B","B+",3.3
8226632,"FIN301","202230",NA,"B","B",3
8226632,"ISA225","202310",NA,"B","B",3
8226632,"ISA235","202220",NA,"A","A",4
8226632,"ISA245","202310",NA,"B","B+",3.3
8226632,"ISA281","202320",NA,"B","B+",3.3
8226632,"ISA291","202320",NA,"B","B+",3.3
8226632,"ISA321","202420",NA,"C","C+",2.3
8226632,"ISA365","202420",NA,"B","B",3
8226632,"ISA401","202420",NA,"B","B",3
8226632,"ISA414","202410",NA,"A","A-",3.7
8226632,"ISA491","202410",NA,"B","B+",3.3
8226632,"MGT291","202210",NA,"A","A",4
8226632,"MGT295","202410",NA,"A","A-",3.7
8228733,"ACC221","202120",NA,"A","A-",3.7
8228733,"BUS104","202110",NA,"B","B+",3.3
8228733,"CSE148","202120",NA,"A","A",4
8228733,"FIN301","202220",NA,"B","B+",3.3
8228733,"ISA125","202120",NA,"B","B+",3.3
8228733,"ISA225","202210",NA,"A","A",4
8228733,"ISA235","202215",NA,"A","A-",3.7
8228733,"ISA245","202220",NA,"B","B",3
8228733,"ISA281","202310",NA,"A","A-",3.7
8228733,"ISA291","202220",NA,"B","B+",3.3
8228733,"ISA365","202320",NA,"B","B+",3.3
8228733,"ISA401","202310",NA,"B","B",3
8228733,"ISA444","202320",NA,"B","B-",2.7
8228733,"ISA495","202310",NA,"A","A-",3.7
8228733,"ISA512","202410",NA,"A","A-",3.7
8228733,"ISA514","202410",NA,"A","A-",3.7
8228733,"ISA591","202410",NA,"B","B+",3.3
8228733,"ISA616","202410",NA,"A","A",4
8228733,"ISA630","202420",NA,"A","A",4
8228733,"ISA632","202420",NA,"B","B+",3.3
8228733,"ISA633","202420",NA,"A","A-",3.7
8228733,"ISA634","202420",NA,"B","B",3
8228733,"ISA650","202415",NA,"A","A",4
8228733,NA,"202420",NA,"A","A",4
8228733,"MGT291","202220",NA,"A","A",4
8228733,"MGT295","202320",NA,"B","B+",3.3
8228733,"MTH151","202110",NA,"C","C+",2.3
8228925,"ACC221","202120",NA,"A","A",4
8228925,"BUS104","202110",NA,"A","A",4
8228925,"CSE148","202120",NA,"A","A-",3.7
8228925,"FIN301","202220",NA,"B","B",3
8228925,"ISA225","202220",NA,"A","A",4
8228925,"ISA235","202220",NA,"B","B-",2.7
8228925,"ISA245","202320",NA,"B","B+",3.3
8228925,"ISA281","202320",NA,"A","A-",3.7
8228925,"ISA291","202320",NA,"B","B",3
8228925,"ISA365","202410",NA,"B","B",3
8228925,"ISA401","202410",NA,"C","C",2
8228925,"ISA414","202420",NA,"B","B+",3.3
8228925,"ISA491","202410",NA,"B","B-",2.7
8228925,"ISA495","202410",NA,"D","D+",1.3
8228925,"MGT291","202320",NA,"B","B+",3.3
8228925,"MGT295","202330",NA,"B","B",3
8229824,"ACC221","202110",NA,"B","B+",3.3
8229824,"BUS104","202110",NA,"A","A-",3.7
8229824,"CSE148","202120",NA,"A","A-",3.7
8229824,"FIN301","202220",NA,"A","A",4
8229824,"ISA225","202120",NA,"A","A",4
8229824,"ISA235","202210",NA,"B","B",3
8229824,"ISA245","202310",NA,"B","B",3
8229824,"ISA281","202220",NA,"B","B",3
8229824,"ISA291","202220",NA,"A","A",4
8229824,"ISA365","202420",NA,"A","A",4
8229824,"ISA401","202320",NA,"B","B",3
8229824,"ISA414","202420",NA,"A","A-",3.7
8229824,"ISA444","202320",NA,"A","A-",3.7
8229824,"ISA491","202410",NA,"A","A",4
8229824,"MGT291","202220",NA,"A","A+",4
8229869,"ACC221","202110",NA,"B","B-",2.7
8229869,"BUS104","202110",NA,"A","A",4
8229869,"CSE148","202120",NA,"A","A",4
8229869,"FIN301","202310",NA,"B","B+",3.3
8229869,"ISA125","202210",NA,"B","B-",2.7
8229869,"ISA225","202220",NA,"B","B",3
8229869,"ISA235","202210",NA,"A","A",4
8229869,"ISA245","202310",NA,"B","B",3
8229869,"ISA281","202320",NA,"B","B+",3.3
8229869,"ISA291","202320",NA,"A","A-",3.7
8229869,"ISA365","202410",NA,"B","B+",3.3
8229869,"ISA401","202410",NA,"B","B-",2.7
8229869,"ISA414","202420",NA,"B","B",3
8229869,"ISA491","202420",NA,"B","B+",3.3
8229869,"MGT291","202320",NA,"B","B-",2.7
8229869,"MGT295","202410",NA,"A","A-",3.7
8229869,"MTH151","202120",NA,"B","B-",2.7
8229976,"ISA321","202320",NA,"A","A+",4
8229976,"ISA401","202410",NA,"A","A",4
8229976,"ISA414","202420",NA,"A","A+",4
8229976,"ISA444","202310",NA,"A","A",4
